all_params,fixed_HK_Km_Vmax
0.7799946655932571,0.39999907193169176
0.4799988643604249,0.6899938199047839
0.7399961623262337,0.689994371776547
0.7199935869305927,0.4599983806023405
0.4799989905100975,0.5599972779139847
0.7699946287518924,0.6499937914864521
0.37999856557870315,0.43999939495883206
0.7999955506894055,0.42999829282150764
0.759997206266316,0.5699978921310781
0.8499829298689775,0.5099990068191648
0.6699974806158331,0.409998835329991
0.5599990363762717,0.5199986802675416
0.9799937529550016,0.5799978841748923
0.6099979709197862,0.419999203586009
0.3099994822221063,0.6599958251568657
0.9499861858191834,0.6399977808601208
0.9999716851503421,0.5399995198170422
0.2899997198674969,0.6199978821626941
0.5299987158003365,0.3899990307612297
0.7199959526053371,0.5199985916547135
0.8699861364858467,0.5999961983514766
0.6099984387058246,0.6399984634578232
0.9299918696585989,0.569998508241611
0.5299985320108015,0.599998225071349
0.6999971948074135,0.3399994409440356
0.6799978217039631,0.5899980813955279
0.7099959503880889,0.6299978176128608
0.6699967881488087,0.5599977194304441
0.4499993004334918,0.5699986429652125
0.8199958807663161,0.49999852595676225
0.779993167558162,0.5699993998335972
0.579997532988663,0.5899986709480034
0.7299920407679312,0.6199972714863198
0.5499980626299503,0.5299990037777708
0.759996786069274,0.5099991510352742
0.5599994166467964,0.6699960198107966
0.8899940602836527,0.6399950007492408
0.4299989085247825,0.5699977631462382
0.6999979696171665,0.29999950525417074
0.6999974067782886,0.6799955389641452
0.6099984926228078,0.5599977228553084
0.8599961782708637,0.6299968385813408
0.3799995372858494,0.6299959018310767
0.729997840158077,0.6099959840532843
0.6599956311028145,0.4399990035537577
0.6299960090493181,0.6099972084062193
0.9999880080750194,0.6099977429066628
0.7099956088040836,0.5799985183830872
0.7299968611053663,0.5899972145623886
0.609997480874396,0.4699992830850849
0.8799956963036273,0.3399990454256799
0.7599948714632468,0.5499987762852006
0.44999890307731855,0.629996571801775
0.5499995890181074,0.5599991492362018
0.9699752032711916,0.6099967543411475
0.6999953853757837,0.6499942591267586
0.579998318347071,0.4899985889331506
0.49999739620476696,0.5899983476814856
0.7499960394793149,0.5599987820303035
0.47999921909572313,0.6199979948678039
0.5199986897100718,0.5999983809114702
0.4099994300848955,0.37999926802947714
0.7899962033136798,0.599997958357681
0.7999935435613963,0.5899985913511034
0.5599993977768032,0.659994880844949
0.4999987688607124,0.5199987719002024
0.7099965978677009,0.619996293003818
0.47999880205286105,0.6799943251008973
0.7799910802695308,0.5999982518606085
0.6199984751391416,0.61999782415499
0.8499926857678415,0.5199983241050488
0.6899944845476215,0.6599977343350961
0.8599884979885872,0.6199972857601362
0.8199923667270375,0.5299991117698227
0.5999981561775297,0.6299978872200422
0.8199922137134584,0.6199975943094094
0.43999884257964383,0.5499983623306194
0.4399988621398485,0.5199978331239992
0.7699925462207766,0.5699987623469325
0.47999509961754333,0.6699969723518322
0.4799986295594062,0.6399968895709423
0.6499957541610014,0.42999879582886663
0.7999951189173831,0.5699975559933866
