ATP_prod_eq_cons_frac,ATP_conc,ATP_energy,Fract_success_sims,Enz1_L,Enz1_n,Enz1_Vmax,Enz1_Keq,Enz2_Vmax,Enz2_Keq,ATPase_Vmax,ATPase_Keq
1,0.088170783,14.36277917,0.96,0.006940126,2,0.07081164,1383.893552,0.004934075,11.80851307,0.0001,1000
1,0.088164156,17.23761668,1,5.95E-05,3,0.001875124,1476.51625,0.009255849,154.4464864,0.0001,1000
1,0.088152335,14.84518256,1,0.00086323,2,0.012899546,140.9724878,0.021545263,15.73663508,0.0001,1000
1,0.088120577,16.98631124,1,0.000191359,1,0.014890264,99.86241769,0.034255186,81.98217372,0.0001,1000
1,0.088004951,19.12238345,1,1.50E-05,3,0.009238563,474.4943428,0.002490467,1562.248063,0.0001,1000
1,0.087989972,19.08574274,1,2.77E-05,3,0.031215276,33.95469661,0.001159139,1535.473922,0.0001,1000
1,0.087857548,17.02939602,1,9.38E-05,2,0.00308653,108.3579639,0.01522583,114.8213436,0.0001,1000
1,0.087768106,16.68868749,1,3.75E-05,1,0.016445655,15.58928782,0.082238061,87.59499527,0.0001,1000
1,0.087731129,18.82590612,1,2.17E-05,4,0.02716876,42.78981718,0.001387996,1178.107057,0.0001,1000
1,0.087714571,17.99072954,1,6.57E-05,1,0.016056257,32.74194955,0.013953287,416.1916056,0.0001,1000
1,0.087480514,17.04586757,1,0.00022182,1,0.002911297,284.595322,0.019975265,65.47672812,0.0001,1000
1,0.087256977,14.65654091,0.97,0.036471639,1,0.010265171,9241.953941,0.00124601,11.89050934,0.0001,1000
1,0.087205742,15.37026259,0.98,0.011235943,1,0.041818664,163.8476963,0.006868154,26.36616153,0.0001,1000
1,0.087141647,17.79974186,1,0.000209393,2,0.07482296,35.91945151,0.003818836,408.0919303,0.0001,1000
1,0.087123465,16.58899333,1,4.01E-05,2,0.001241391,13.12154807,0.004136836,86.61648597,0.0001,1000
1,0.087088971,18.78002842,1,4.58E-05,1,0.001959076,6905.315654,0.050642931,298.5860872,0.0001,1000
1,0.087019968,16.89591343,1,0.000543924,1,0.010835828,11.93196969,0.001935444,168.3541557,0.0001,1000
1,0.08700127,15.48453858,0.11,0.000385954,3,0.018998939,8315.817241,0.001024679,207.3656317,0.0001,1000
1,0.086990099,15.83304435,1,0.0002942,1,0.004260572,29.54515273,0.015427975,31.95167234,0.0001,1000
1,0.086986679,15.41862551,1,1.17E-05,4,0.009055782,11.75853007,0.062090671,26.20494091,0.0001,1000
1,0.08690914,15.41188712,1,0.000154034,3,0.00283867,12.74967863,0.00283685,38.12858033,0.0001,1000
1,0.086645072,14.92102746,0.53,0.007235327,1,0.031738026,7687.81568,0.004655758,28.06696383,0.0001,1000
1,0.086476029,14.84153774,1,0.001042242,1,0.001244905,32.42798397,0.001711659,14.5031211,0.0001,1000
1,0.086423533,14.44746962,1,0.000802669,4,0.003608623,124.8071057,0.008677995,11.0880577,0.0001,1000
1,0.086332725,17.48120585,1,7.70E-05,2,0.001623215,133.561202,0.001178459,286.4570073,0.0001,1000
1,0.08629223,20.40241468,0.87,3.69E-05,1,0.092933962,1115.944551,0.039749566,3590.421568,0.0001,1000
1,0.086265668,18.13260527,0.07,0.000324155,1,0.095532389,1362.666288,0.00196405,7699.581362,0.0001,1000
1,0.086102045,16.04429992,0.03,9.02E-05,4,0.062163696,6603.340338,0.001006613,4008.77608,0.0001,1000
1,0.085795045,15.7729233,1,0.000256143,3,0.001325934,448.135493,0.015912192,34.30758803,0.0001,1000
1,0.085626128,16.12938623,1,0.000270981,3,0.09519089,305.6061925,0.034785273,75.10035388,0.0001,1000
1,0.085617958,15.10311367,1,0.001700171,1,0.001158541,499.8743566,0.006355986,10.25779801,0.0001,1000
1,0.085434235,15.24126872,1,0.000556034,2,0.002699075,92.10946381,0.019882752,18.43810634,0.0001,1000
1,0.085322145,14.99713783,1,1.50E-05,2,0.001560239,11.97724917,0.013766045,16.72669863,0.0001,1000
1,0.085229592,16.31099145,1,0.00014093,3,0.006712154,81.4486111,0.037619264,61.57548005,0.0001,1000
1,0.085167214,15.20139391,1,0.00145523,1,0.00338866,315.532363,0.041884021,10.93747622,0.0001,1000
1,0.085135831,17.84291401,1,9.71E-05,1,0.001182812,277.3332049,0.078864039,129.8487443,0.0001,1000
1,0.085134662,19.79221969,1,1.27E-05,1,0.00300794,175.3290662,0.010996576,1066.972244,0.0001,1000
1,0.08509798,15.76090636,1,3.29E-05,4,0.002400786,12.13026162,0.011137113,36.45415678,0.0001,1000
