mean_ATP_prod_eq_cons_frac,mean_ATP_conc,mean_ATP_energy,Fract_success_sims,Enz1_L,Enz1_n,Enz1_Vmax,Enz1_Keq,Enz2_Vmax,Enz2_Keq,ATPase_Vmax,ATPase_Keq
1.0,0.9906982480841146,20.076490736509346,1.0,0.0,1,0.05203618564778966,102.42805790212078,0.00927483428609573,327.0800217033093,0.0001,1000.0
1.0,0.9908331133110256,20.491838585168942,1.0,0.0,1,0.0012142129154720416,90.17588389093308,0.0023593622791533418,648.5789820861631,0.0001,1000.0
1.0,0.9872131662816906,18.077934754004346,1.0,0.0,1,0.05006620635528838,64.28459592636422,0.0014020160290934653,67.59086542232245,0.0001,1000.0
1.0,0.9978386064013709,23.258048944610277,1.0,0.0,1,0.004849238053489784,6762.2802302242235,0.007289041067964555,9468.741353941077,0.0001,1000.0
1.0,0.9909033492808332,20.24245555220279,1.0,0.0,1,0.006200251661849911,276.0794405262477,0.05776240257905074,141.34395481480095,0.0001,1000.0
1.0,0.9902975286200302,21.176020347220845,1.0,0.0,1,0.06586020248731292,220.66854808574075,0.06988832290127311,597.3697880400932,0.0001,1000.0
1.0,0.9911763918826705,20.518842540173782,1.0,0.0,1,0.0030720028810639556,2529.957252055456,0.0012513621825170243,1178.2801267149819,0.0001,1000.0
1.0,0.9872882277606938,18.488319218507755,1.0,0.0,1,0.0029281243796596217,626.505738230638,0.004056045893979149,12.747642103373732,0.0001,1000.0
1.0,0.9909266986628039,20.61272646781892,1.0,0.0,1,0.0102727251803009,3144.5018321607135,0.008132473365287768,46.415395211007535,0.0001,1000.0
1.0,0.9920841148210843,20.9366771280216,1.0,0.0,1,0.04112205978398359,465.8876795585141,0.0011626202900562553,1016.0725983895452,0.0001,1000.0
1.0,0.9927131664910607,21.688539900673955,1.0,0.0,1,0.002803987251659508,327.8990434286305,0.02116227446384936,843.9183769723357,0.0001,1000.0
1.0,0.9961940296413495,23.3110912936184,1.0,0.0,1,0.007880761608631626,3256.40202668523,0.009398270392694237,8163.713654309001,0.0001,1000.0
1.0,0.9913400443653222,20.43594952090768,1.0,0.0,1,0.005974123173180907,2142.740987019438,0.001616616301942798,2673.8486279177273,0.0001,1000.0
1.0,0.9903088817138397,20.45882943757793,1.0,0.0,1,0.006445129685147588,355.7657545292398,0.005238679304111348,175.821786182395,0.0001,1000.0
1.0,0.9900574594815681,19.46355086595332,1.0,0.0,1,0.00170097821979531,4135.228036129526,0.0020775874887935075,18.888250878574574,0.0001,1000.0
1.0,0.9901145926495137,19.42226758880017,1.0,0.0,1,0.003556905178834594,1524.5202261309867,0.03249911935469963,12.852109755952362,0.0001,1000.0
1.0,0.9968031368213685,22.01905102698943,1.0,0.0,1,0.0011978181416058547,4234.1888971010685,0.009669842646130309,2049.512555945429,0.0001,1000.0
1.0,0.9916273229365062,20.458340862384055,1.0,0.0,1,0.04582605582836548,981.3170219967759,0.001372002362598808,7084.093360866242,0.0001,1000.0
1.0,0.9907124750074898,23.50718076010363,1.0,0.0,1,0.08651098480578641,246.0630241858142,0.08590510201028874,6183.316129155688,0.0001,1000.0
