mean_ATP_prod_eq_cons_frac,mean_ATP_conc,mean_ATP_energy,Fract_success_sims,Enz1_L,Enz1_n,Enz1_Vmax,Enz1_Keq,Enz2_Vmax,Enz2_Keq,ATPase_Vmax,ATPase_Keq
1.0,0.03577039900077099,15.215770600925314,1.0,2.278743941727289e-5,3,0.0029639865260699793,22.98794650434083,0.0010988950428346361,11.560824209222393,0.0001,1000.0
1.0,0.2857601488974787,14.824974024146629,1.0,0.0009336367993091265,2,0.017877279399595793,2370.637524341593,0.035460321377226406,74.07085823111196,0.0001,1000.0
1.0,0.22718855209444572,18.65776683443501,0.99,0.0007566809453824384,1,0.049610598508898665,5622.556654650745,0.004836752357512003,2519.8113948081436,0.0001,1000.0
1.0,0.6545014484740773,13.909901496345954,0.96,0.003780338949864335,2,0.009946372386813927,11.60577858622035,0.005107578306532139,274.270390789441,0.0001,1000.0
1.0,0.5881025815905947,13.712465804527001,1.0,0.007517483794655435,1,0.02296491006905468,132.99015806919098,0.03596383733011487,358.6531055302449,0.0001,1000.0
1.0,0.3631622045863731,10.42013477180312,1.0,0.05623208185223985,3,0.005798251020251941,3934.7826216002686,0.007136750472479094,318.81048407028004,0.0001,1000.0
1.0,0.740756914469826,14.749173461280984,1.0,0.0026574693378810608,1,0.004233268150793056,343.5132799510973,0.012894458443837848,2319.5363759559677,0.0001,1000.0
1.0,0.7323538008788938,16.902489017643788,1.0,8.442456812434512e-5,3,0.007687439926187695,354.5343897737513,0.034812938591925864,5650.33978158265,0.0001,1000.0
1.0,0.7311988789857418,14.215619509688949,1.0,0.004544965508924316,1,0.006959524704144527,4480.68216376134,0.04654823962231855,1657.7943308853478,0.0001,1000.0
1.0,0.9062391441484366,13.893315908004006,0.92,0.001830494557644311,4,0.07077734145121595,3405.4625842183796,0.04883435395415784,8814.578091926192,0.0001,1000.0
1.0,0.05576843531106324,19.835154990792397,1.0,2.1821336797573127e-5,1,0.01414461923923662,126.38329365574867,0.00929792045691188,1388.1006565015282,0.0001,1000.0
1.0,0.10340576872288175,17.101598592891477,1.0,6.50998456600669e-5,3,0.001328272290471159,102.27284857278065,0.0652327366439782,153.60191785287216,0.0001,1000.0
1.0,0.16774630382529843,19.215346627999693,1.0,2.9679638472289376e-5,1,0.0012068486529685399,3233.983625035193,0.008241232546298426,1414.8722835700876,0.0001,1000.0
1.0,0.6719895886407974,13.73053046239421,0.93,0.017412469983782316,2,0.05755110802212443,12.369939312145062,0.0023915344556117383,254.63066461450325,0.0001,1000.0
1.0,0.07891862566428816,15.474968270350525,1.0,0.00046852581960184735,4,0.02095394682312905,63.045043644504794,0.0035297248933368846,34.283372726534644,0.0001,1000.0
1.0,0.026395049284413604,17.055286151234238,1.0,0.00027154760787167955,2,0.05399513789668486,36.405449638998036,0.0015305842798908884,53.08132887244784,0.0001,1000.0
1.0,0.1830962710325281,15.772778263106604,0.98,0.008890387923980909,1,0.04526934165374072,2954.6565324902663,0.0071081446332613195,94.91888981754119,0.0001,1000.0
1.0,0.010518488447303489,18.53026446056089,1.0,0.0002783559410474559,1,0.010150882626134047,594.4759401379749,0.0021900529100369855,68.69545205755732,0.0001,1000.0
1.0,0.445101703793971,13.432930869085908,1.0,0.003764823946351964,2,0.00266499589633917,171.00770830023137,0.010314691694179626,50.71234725969069,0.0001,1000.0
1.0,0.026706650680000887,17.943108256579297,1.0,2.415393431469549e-5,4,0.001127634330901929,716.0794919100781,0.05218925114573354,74.06663175855934,0.0001,1000.0
1.0,0.13882149053224446,17.45808180302505,1.0,0.0001397297428526587,2,0.06437624621546277,1056.8369309782952,0.019050208050763105,466.41703653346747,0.0001,1000.0
1.0,0.034272210671014706,15.803511794917839,0.99,0.00038391755472651353,3,0.003400880231487756,1154.7411333020623,0.001215933719147101,18.532941943396093,0.0001,1000.0
1.0,0.044987724078732944,17.769781827206085,1.0,0.0005040975820417868,1,0.014939059151551118,23.858978600649564,0.0010690576314087024,187.54021055256877,0.0001,1000.0
1.0,0.29899397971198843,12.341265611091666,1.0,0.029882250550282565,1,0.005835135058957585,2292.936868404426,0.009154792623302474,17.421782475244886,0.0001,1000.0
1.0,0.38910913815954096,13.059658849534278,0.9,0.005474330787706283,4,0.02042915370600797,800.8979558530984,0.005040658111462746,25.95400780945029,0.0001,1000.0
1.0,0.7790569751526969,12.834193355323926,0.91,0.0062280779344465,4,0.024816492048251267,152.136273666785,0.009049019979191929,846.6497527952135,0.0001,1000.0
1.0,0.362206757729386,13.244798039943786,0.91,0.004314959968129901,4,0.0814560429320614,496.28351120756537,0.02360203913438573,26.96473135698002,0.0001,1000.0
1.0,0.02328492392662528,18.879456133001373,1.0,3.197132389935955e-5,2,0.009811916642458058,1380.873256891822,0.003038514560111624,266.1634597420339,0.0001,1000.0
1.0,0.5933237458481798,14.357723348472984,1.0,0.0010512058249080305,3,0.0026935646227500883,12.397694441217647,0.004000877804987226,258.1784506721189,0.0001,1000.0
1.0,0.6740177721856806,14.106854235419117,0.97,0.022869291022195083,1,0.03079380397410179,1946.2679825745442,0.01006652894510576,544.9177643202959,0.0001,1000.0
1.0,0.7575025477630589,14.944904277091885,1.0,0.0006005512663622453,3,0.0012923100905933666,81.74352630612805,0.07682771749148698,1029.0841510319674,0.0001,1000.0
1.0,0.010757410331044891,18.014951420833825,1.0,3.306030680005396e-5,3,0.001910842734928497,3191.767032592912,0.0012009465153708235,52.86431423084861,0.0001,1000.0
1.0,0.11220027754963327,15.620495349680565,1.0,0.0003784411090331599,2,0.07290784838467067,66.68300535113592,0.07768109020910031,54.46086046811078,0.0001,1000.0
1.0,0.07558155163937005,17.664225757194558,1.0,2.6350669139483826e-5,1,0.0027479607734047975,23.57274677423682,0.0044170520229110145,199.41698962596882,0.0001,1000.0
1.0,0.5673962577197322,11.441065471528303,1.0,0.020205572680003007,3,0.0033487821059337316,36.81240101023386,0.05422259750871845,5089.387498114274,0.0001,1000.0
1.0,0.7889013505984281,12.814684566843866,1.0,0.005097737965241899,3,0.017123771090688727,101.98403307525591,0.03434301255083814,2402.849255612767,0.0001,1000.0
1.0,0.16745800622672966,19.105684265742187,1.0,3.547824899716281e-5,1,0.03406918107297707,3177.202729705655,0.033256447939875616,2145.6980302916686,0.0001,1000.0
1.0,0.013796351870487413,18.657601167953334,1.0,1.0669928071897132e-5,3,0.05241705811017046,58.790622644832744,0.0030990600544796116,136.8899037779386,0.0001,1000.0
1.0,0.29289566740562206,17.6130594908797,1.0,4.0343443517374956e-5,3,0.007959433787678499,93.78725175373711,0.07858257314512539,1131.0761782217558,0.0001,1000.0
1.0,0.5351219186953172,13.408285405661152,1.0,0.010171782616113402,1,0.00386437871414669,75.04333060629861,0.004540369499350896,204.95443361696505,0.0001,1000.0
1.0,0.013049911897427964,18.926024218733755,1.0,1.1404256272797662e-5,1,0.011885435895213542,66.33687175025074,0.0021747999366629215,168.7612186167545,0.0001,1000.0
1.0,0.6427101480867303,14.798633865508792,0.92,0.0010112179775741577,4,0.0396902180470338,547.7634929833806,0.007589857601351459,496.94744514978333,0.0001,1000.0
1.0,0.057941906968082275,17.64608916060329,1.0,3.316267725869084e-5,4,0.0038507282903895487,4182.0095634774725,0.004080053891963823,196.5851252109171,0.0001,1000.0
1.0,0.5528772690730812,11.385403193417886,0.98,0.037394500756641094,4,0.07342576466804235,15.7304448034133,0.0063124551647387945,3174.711363052874,0.0001,1000.0
1.0,0.7841417595090456,12.767832643490719,1.0,0.005343447316428805,3,0.002609485944426909,6786.404317378009,0.023702550803072788,2521.3677657622,0.0001,1000.0
1.0,0.3932780301439173,10.739124218632517,0.98,0.044828759958267336,3,0.0020424605586003004,2931.5164699343736,0.001868849764904105,23.207775093257144,0.0001,1000.0
1.0,0.021808380510514532,17.03393854285429,1.0,0.0001316875513132561,3,0.07441628260550984,259.66188197845366,0.013677210023666623,41.05164883623706,0.0001,1000.0
1.0,0.21769168982441486,14.740799585102296,0.97,0.0052410038608042735,2,0.09838835171233457,391.31702528600545,0.00549760524057916,53.20372656471632,0.0001,1000.0
1.0,0.7130225495273035,13.393796423317728,0.94,0.003706696190327847,3,0.0028751992434630455,378.71530340465307,0.0018746650319504902,264.36451090971974,0.0001,1000.0
1.0,0.6162513348408335,15.424100672696568,1.0,0.00036948897612446734,3,0.009825780327484795,82.5151808574954,0.08286908406113366,686.4107139209838,0.0001,1000.0
1.0,0.0623512692860725,15.80245454280496,0.99,0.002700513010322014,1,0.014393032828983335,224.87986337458074,0.005730341009185147,26.083826314568434,0.0001,1000.0
1.0,0.8209964279521529,13.147353844595393,0.9,0.004663444311849396,4,0.004603175358950042,30.123874581841186,0.001515885768777834,1499.4859787056491,0.0001,1000.0
1.0,0.54494561801659,14.477573805839892,0.94,0.0011291018244700003,4,0.0032214008104053393,16.29601464573572,0.0011808066101184334,228.30856251035854,0.0001,1000.0
1.0,0.8426783028957593,13.976749065708226,0.94,0.004553838030792486,2,0.08299464625293113,4081.9691102857387,0.031048403382032692,1486.1578460786081,0.0001,1000.0
1.0,0.624116865018702,11.74443640867593,1.0,0.012710557454891197,4,0.018240360899405134,2415.210195745475,0.032453965872097784,1083.0316556947603,0.0001,1000.0
1.0,0.5940814797817906,11.596947606391243,1.0,0.02382945933994877,2,0.0013258736151574952,3349.755608547516,0.005272904900328236,3143.4826964066965,0.0001,1000.0
1.0,0.5673199781640783,12.134716530602631,1.0,0.03680410196977879,1,0.06793402130905611,1691.320044958198,0.08153581890646883,268.8065307241401,0.0001,1000.0
1.0,0.5741272793108343,17.068098731486685,1.0,7.99443327102004e-5,3,0.05704822783601153,332.5112171172594,0.044637586592909874,3765.795649904583,0.0001,1000.0
1.0,0.0033559487515294555,18.136071571397117,1.0,5.80409983682604e-5,3,0.02511754469446466,1105.5385321508904,0.0017807642390425876,18.654782158089922,0.0001,1000.0
1.0,0.009258741923397255,17.898099124791795,1.0,3.981907114884645e-5,2,0.002640598702900001,2575.969535720525,0.054637993795472045,13.733614581545929,0.0001,1000.0
1.0,0.06046903090466335,17.796241645196446,1.0,3.3427640716294124e-5,3,0.06116499233802502,2216.275577924523,0.06336730747919772,244.54583183987918,0.0001,1000.0
1.0,0.2913541143825282,18.48398681350982,0.93,3.115571243487797e-5,3,0.016395988710525954,1407.219645082443,0.004090961594946862,3641.171518634779,0.0001,1000.0
1.0,0.4255355016662705,18.537384896951394,1.0,5.9024239108908654e-5,1,0.010068533328129195,6504.382743969431,0.011297921812424498,7386.355573199157,0.0001,1000.0
1.0,0.11814582988665441,17.478924587479845,1.0,0.0001672969636818813,1,0.02112480457779129,1584.5939560368777,0.08228133842241415,146.28285315394135,0.0001,1000.0
1.0,0.6433512223203844,13.55388587993716,1.0,0.0033335397970438506,2,0.00898564996328233,44.34614777692525,0.0669536943758985,194.87222044522892,0.0001,1000.0
1.0,0.40641424837149515,13.472932726563355,1.0,0.0036130519507186635,2,0.014357898116450506,181.54242931871633,0.022125350936207933,45.21539960549262,0.0001,1000.0
1.0,0.026226374513987006,18.46325208425278,1.0,4.7954593681339436e-5,2,0.007524185032656015,1587.5630311938708,0.0024082537373880035,197.95832311718829,0.0001,1000.0
1.0,0.8294107056214416,13.308129030445484,1.0,0.002652627269181771,4,0.0014167932117287742,1095.5459387865317,0.0826964320778853,1240.9543192272226,0.0001,1000.0
