mean_ATP_prod_eq_cons_frac,mean_ATP_conc,mean_ATP_energy,mean_X_conc,Fract_success_sims,Enz1_L,Enz1_n,Enz1_Vmax,Enz1_Keq,Enz2_Vmax,Enz2_Keq,ATPase_Vmax,ATPase_Keq
1.0,0.00018797182721867493,25.812700029497673,0.019898111921424946,0.94,0.0,1,0.04652285140625478,4681.3528824388695,0.020426142756586437,2266.3280198350017,0.0001,1000.0
1.0,0.09362414616838284,18.325135831961596,0.018778297021954955,1.0,0.0,1,0.0033301109225589427,11.597865543981909,0.06071604181735349,483.12869866357505,0.0001,1000.0
1.0,0.049558060330535184,21.090951779759184,0.019241091651634748,1.0,0.0,1,0.03363200772807606,26.1880167794981,0.06154810572232321,3914.7536126119817,0.0001,1000.0
1.0,0.007760637945408075,22.488424654955708,0.019680856388066326,1.0,0.0,1,0.0024417479401765943,625.5501607999232,0.012246745088834497,607.7764591330916,0.0001,1000.0
1.0,0.005904330298730878,22.94491712291519,0.01970468342411719,1.0,0.0,1,0.009035506797860235,2644.810486973355,0.016043785908915708,251.13266776535104,0.0001,1000.0
1.0,0.0030717606113241534,18.1078138876738,0.01986616521714984,1.0,0.0,1,0.09491453965385728,260.96004369568243,0.005029339399934105,17.25175244304978,0.0001,1000.0
1.0,0.034351721101109754,18.963088123399487,0.019534038716688018,1.0,0.0,1,0.03392147301203291,22.48879351892624,0.0035326569560308195,478.30175886696804,0.0001,1000.0
1.0,0.006154001847520688,20.402226742908795,0.019835769121032423,1.0,0.0,1,0.005101492549260086,137.1585173828467,0.001403840623529555,346.94471816660086,0.0001,1000.0
1.0,0.0033147065868560964,20.944852869719135,0.01986606702949908,1.0,0.0,1,0.037168532125901696,240.54869785632798,0.0011319729780082325,322.37894980467337,0.0001,1000.0
1.0,0.008866472774118214,23.896352676222786,0.019685500954186152,1.0,0.0,1,0.0011728506581514869,780.3899721363474,0.058251639345794394,1925.5188682320743,0.0001,1000.0
1.0,0.0527306732411516,21.300291683610855,0.019344727259075257,1.0,0.0,1,0.06868901968393566,16.688659415206036,0.04178763648884336,7733.543411883547,0.0001,1000.0
1.0,0.0002978670431999982,21.57326356007166,0.019894346151336603,1.0,0.0,1,0.0013661616675743862,4829.351672948268,0.0013088477994761848,41.13594807455839,0.0001,1000.0
1.0,0.05035676373793135,16.403868642799935,0.019183759651405074,1.0,0.0,1,0.0017415491283045287,23.839456815076456,0.00342121717067763,38.260418042508945,0.0001,1000.0
1.0,0.0272755652459779,22.11670434454376,0.01948131512885007,1.0,0.0,1,0.0025494590568896944,59.024391407215894,0.037242430139483064,4301.769355018862,0.0001,1000.0
1.0,0.0046549060709369285,21.355665125935207,0.019705465811458257,1.0,0.0,1,0.002079748049651895,2646.3677937900243,0.007541884414482752,46.88668570273357,0.0001,1000.0
1.0,0.03044194575701165,17.89884793120077,0.019504316714187543,1.0,0.0,1,0.015590495548683256,31.714471283099442,0.01139088910056682,139.25928630654357,0.0001,1000.0
1.0,0.00034101225639217845,21.239879167911443,0.019896449504820744,1.0,0.0,1,0.020385821540497385,2648.7099650780324,0.009353823477432055,43.79467793473255,0.0001,1000.0
1.0,0.010538656594537925,24.462554811811955,0.01967256664986899,1.0,0.0,1,0.00110244400553892,466.8840084089744,0.027161508831533003,5711.040438979002,0.0001,1000.0
1.0,0.0069595056746603,22.12363531820427,0.019686093103133958,1.0,0.0,1,0.0060555737926331794,789.2906229532263,0.041976267236106445,329.54969100017905,0.0001,1000.0
1.0,0.015413619239881408,16.591354691052132,0.019549355414666018,1.0,0.0,1,0.039660918838383616,90.19958950364408,0.08354849272572834,12.085621691329326,0.0001,1000.0
1.0,0.0010837464190500091,22.909197532752664,0.019889029511439883,1.0,0.0,1,0.006252697380116035,782.8664448567382,0.0016605363869547566,753.3334408940791,0.0001,1000.0
1.0,0.004145873933536293,22.919561270866144,0.019712205234891696,1.0,0.0,1,0.07145432601122378,4021.4009364475287,0.07886395571421148,184.92862494862084,0.0001,1000.0
1.0,0.07138774205787095,19.546623956075777,0.019136066844549042,1.0,0.0,1,0.04911654768784445,11.091087436050376,0.020311649870280217,1883.08120962842,0.0001,1000.0
1.0,0.0039309252330120845,19.086038485428805,0.019683353261346622,1.0,0.0,1,0.0036319070045403704,679.2939437467816,0.007265274865724536,19.838450244985403,0.0001,1000.0
1.0,0.007593800148135947,24.64807670413525,0.019719386436574768,1.0,0.0,1,0.004380661205624916,7724.117582830095,0.0575457868063525,419.23283989792066,0.0001,1000.0
1.0,0.0026158739877174364,20.414689124374128,0.019872885880938395,1.0,0.0,1,0.021237789636929676,314.4473668814235,0.0033485443455782806,148.9519547089446,0.0001,1000.0
1.0,0.00031343519229016484,23.95482112244111,0.01989679824518773,0.08,0.0,1,0.05547766811613651,2642.8950843151088,0.003681903467091302,5800.609804677801,0.0001,1000.0
1.0,0.09015022003881284,18.549618234485095,0.018815421936569633,1.0,0.0,1,0.004395384699086911,12.1846482061204,0.07121615491774082,577.121766258085,0.0001,1000.0
1.0,8.318424508420206e-5,20.81122774194614,0.019899126866827987,0.03,0.0,1,0.07118023463689167,9699.77663003612,0.001056705741789811,1892.924143529901,0.0001,1000.0
1.0,0.00862522429101248,26.018370418561098,0.019715763331159982,1.0,0.0,1,0.0012086843369038395,6865.677015397665,0.015268251211369965,1870.7526281604441,0.0001,1000.0
1.0,0.008336437045379813,25.962039313337684,0.01971774898799832,1.0,0.0,1,0.01232693636735588,7532.698705755399,0.03116631432299572,1741.4942387763708,0.0001,1000.0
1.0,0.009267004246965818,27.314127859602326,0.019714917480298563,1.0,0.0,1,0.0030816320780162414,6908.064640640618,0.0433008788214012,6825.567195944589,0.0001,1000.0
1.0,0.00829749244541087,25.875888500062,0.019721797819325492,1.0,0.0,1,0.0016669406860532765,9368.776142374652,0.006237440056359923,1241.8395232677567,0.0001,1000.0
1.0,0.0008037647318213239,19.57978361164131,0.019891438854855177,1.0,0.0,1,0.013042645763453169,1054.6606685567742,0.0034051449193933264,19.672730103071046,0.0001,1000.0
1.0,0.0037913114261940357,19.037002145091115,0.019858984151456486,1.0,0.0,1,0.004415307873454433,221.14537943379548,0.0010517259384759678,54.067778511204715,0.0001,1000.0
1.0,0.015232064349447879,21.26741781578928,0.01959084010713653,1.0,0.0,1,0.0019551644357231265,122.02108386813897,0.007391472138087038,927.955378611277,0.0001,1000.0
1.0,0.03297243361988121,22.164428315859755,0.01942414839285314,1.0,0.0,1,0.011600696451397323,45.973580443504304,0.08378686685655712,5886.707511995063,0.0001,1000.0
1.0,0.001708323426002812,18.516861614016207,0.01988147620344755,1.0,0.0,1,0.07226928179142782,471.6779683543023,0.004791586172469805,14.440347307979575,0.0001,1000.0
1.0,0.0001767264916973826,23.24916736999615,0.019898166974762852,0.08,0.0,1,0.0527428344256223,4708.593268447811,0.004827356921035953,1169.889618425671,0.0001,1000.0
1.0,0.01777005738967264,21.00747819225629,0.01971627157661671,1.0,0.0,1,0.004897968424098877,47.11676019427939,0.0015159009543069086,1871.8204426633963,0.0001,1000.0
1.0,0.006243850226820832,19.799975990022677,0.019654539504412975,1.0,0.0,1,0.025381925059195027,290.47214601892614,0.02860776846063196,110.19649379794915,0.0001,1000.0
1.0,0.00016872831734484386,25.37180461177439,0.0198982976471051,0.99,0.0,1,0.027603379930308095,5751.722612657724,0.01778357966616518,1329.0557238974975,0.0001,1000.0
1.0,0.03584660966154338,19.395996003850023,0.019359929756250796,1.0,0.0,1,0.001814363691804588,36.66618986405704,0.0026188383717605647,534.7004151032434,0.0001,1000.0
1.0,0.00841016584351345,25.998877113372323,0.019722420221348784,1.0,0.0,1,0.013622711471073525,9783.130965724735,0.06945401700339972,1322.5852010184024,0.0001,1000.0
1.0,0.02374569524019573,22.709054583898684,0.01951126522723507,1.0,0.0,1,0.002736636452675996,69.02372228448768,0.0036779662311046705,8089.180721223566,0.0001,1000.0
1.0,0.004206268097061089,18.6241477055932,0.019676724578562458,1.0,0.0,1,0.002429149811338259,525.952894194223,0.004704365402092114,16.186645015659977,0.0001,1000.0
1.0,0.006254394895927169,20.17591998004091,0.019833722625034297,1.0,0.0,1,0.033611502968282005,139.58897519509446,0.013013667229692865,279.5943560591761,0.0001,1000.0
1.0,0.006088990364080599,19.020105053600176,0.01983510661957699,1.0,0.0,1,0.03641247130470982,131.81427907135563,0.002856180613799635,85.9184118279689,0.0001,1000.0
1.0,0.024459523192066984,21.935113389716463,0.01963490375005964,1.0,0.0,1,0.037805169577698805,41.83201882950371,0.029709087153363557,6237.161392510788,0.0001,1000.0
1.0,0.00023039642307212828,22.60424595927805,0.019897650238344937,0.45,0.0,1,0.04032130809048556,3490.2604775813443,0.0014309944773051699,156.62120401230393,0.0001,1000.0
1.0,0.008949571761824355,25.16056375881661,0.01969616906798979,1.0,0.0,1,0.0034529799275356114,1528.652046544183,0.05855123162653132,3532.103269346692,0.0001,1000.0
1.0,0.09475051175943047,18.42268943800493,0.01876704806431367,1.0,0.0,1,0.0015617030217249857,11.425265214725199,0.009291319545328604,555.038655188854,0.0001,1000.0
1.0,0.008101833851340574,25.558793169846417,0.019709157591146463,1.0,0.0,1,0.007040169517463868,4195.279712921924,0.012481718665744244,2190.5409449724093,0.0001,1000.0
1.0,0.0005803625144084164,22.674213779234087,0.019893845242773996,1.0,0.0,1,0.02705697990077143,1833.9174563094427,0.021013714053575713,297.88048327009795,0.0001,1000.0
1.0,0.008266501954178383,21.974694122853364,0.019670316202965422,1.0,0.0,1,0.001963980017139932,431.5880800371536,0.01331669242066973,519.2814417383042,0.0001,1000.0
1.0,0.00404409359738303,20.968305003322843,0.019719123072223767,1.0,0.0,1,0.003696969492515791,5849.06982586719,0.09235161249097897,13.60270786011384,0.0001,1000.0
1.0,0.08370321387693369,19.2543713504526,0.018886474472947445,1.0,0.0,1,0.0028913919849241705,13.46212976357077,0.024364277881144914,1074.299447050269,0.0001,1000.0
1.0,0.004216762889177026,21.550533708111065,0.01985606112131985,1.0,0.0,1,0.008449308666295315,219.09508584495566,0.004506638237750581,739.639450456019,0.0001,1000.0
1.0,8.827758543896987e-5,13.733947243369133,0.019899021436106355,0.01,0.0,1,0.04487683384956453,9223.861398366627,0.0010124175281721818,3768.877929328562,0.0001,1000.0
1.0,0.005062278670668107,20.119648224555487,0.019675287692412623,1.0,0.0,1,0.002172319538973058,500.89472132438993,0.003016998156832819,81.8274089522294,0.0001,1000.0
1.0,0.005232243901989045,21.03693336184301,0.019846197030442516,1.0,0.0,1,0.02004582062114293,158.22352069115644,0.003977333851732397,558.5888510185887,0.0001,1000.0
1.0,0.007463132796312674,23.412321976560037,0.019697251668828207,1.0,0.0,1,0.00107106069967039,1590.6831010366268,0.04163497257632521,581.4779726607644,0.0001,1000.0
1.0,0.0008703178907350689,21.014771679224715,0.01989108227696772,1.0,0.0,1,0.09608689935909363,932.0601089673664,0.008585247375310657,90.42530507233047,0.0001,1000.0
1.0,0.0600718503398076,14.990203504951237,0.019039017483655715,1.0,0.0,1,0.0010505776905041717,19.17399927928382,0.010389816219588986,10.34154664877883,0.0001,1000.0
1.0,0.014166537812661369,23.619148219428876,0.019628242916681835,1.0,0.0,1,0.002069644176315699,186.65946182354304,0.05317650421258876,6117.704997512044,0.0001,1000.0
1.0,0.0450679104694566,21.864803348592403,0.01928915777368799,1.0,0.0,1,0.00957601730762375,29.653272349609928,0.013007824884919653,8035.106700937368,0.0001,1000.0
1.0,0.00041143312591257225,22.82037163808565,0.019895816021957977,1.0,0.0,1,0.06848874196000036,2162.176426644304,0.02847859442032633,259.50212732496794,0.0001,1000.0
1.0,0.006579661861477348,20.584981992941927,0.01983082469249194,1.0,0.0,1,0.01729443459836405,133.80016941921127,0.007155924297675398,443.2344745436211,0.0001,1000.0
1.0,0.00022645738354400486,20.62330237105114,0.019897625478446535,1.0,0.0,1,0.017127061453733945,3895.8316647744045,0.006682201428774955,15.718182767338433,0.0001,1000.0
1.0,0.0015927848378346782,22.099482054825522,0.019883798455335472,1.0,0.0,1,0.012558748760848512,525.7706189341136,0.0027734157453213376,491.6841346591905,0.0001,1000.0
1.0,0.04831680250095245,16.17076566218843,0.019208842802012117,1.0,0.0,1,0.0018558108621821376,25.085784146744853,0.05096968902137655,25.522670823253687,0.0001,1000.0
1.0,0.000699512929310582,21.958025494542216,0.01989285713238236,1.0,0.0,1,0.08357575307882187,1227.007066266282,0.02539479672379058,186.57659549112657,0.0001,1000.0
1.0,0.00876450668871305,22.520655507995528,0.019809607927904524,1.0,0.0,1,0.003825858239476445,107.84428851581326,0.0023040084278749314,4071.7738316407335,0.0001,1000.0
1.0,0.04159421908740269,17.143725515591104,0.01937201952223604,1.0,0.0,1,0.0030484279776808545,21.782489611750332,0.0019849370646308705,92.2033393372636,0.0001,1000.0
1.0,0.061462626446746486,16.696613331539133,0.01908043201743466,1.0,0.0,1,0.002305014362764223,19.005035582364616,0.009302116923540634,60.01292274985375,0.0001,1000.0
1.0,0.09804790207452482,18.174552828550393,0.01872377942153901,1.0,0.0,1,0.027077116431316852,10.858305017462309,0.04168372884615654,520.9441334272909,0.0001,1000.0
1.0,0.026776406062483268,19.460614039973517,0.0196093684681203,1.0,0.0,1,0.0054730827830822,31.955115985798862,0.002335877641580663,601.6765967674565,0.0001,1000.0
1.0,0.005884260566061059,21.384805808421003,0.019687860371416722,1.0,0.0,1,0.0010858674668123348,854.3552363544702,0.003930238335104511,149.5676733797532,0.0001,1000.0
1.0,0.005865075612287184,22.59054920850394,0.01969233228215667,1.0,0.0,1,0.006134712578439343,1100.1095687522748,0.008311704267509717,449.49286616074437,0.0001,1000.0
1.0,0.02891221910175055,19.10580738359654,0.01955849089084918,1.0,0.0,1,0.0336237950140287,32.860061165735665,0.02316648716620435,445.0827175043047,0.0001,1000.0
1.0,0.000512210880552731,21.730582234241165,0.019894558334371357,1.0,0.0,1,0.0030449654134606955,1950.8607600179155,0.0020792724693426265,104.60906655995528,0.0001,1000.0
1.0,0.00884569662620209,25.94600506921943,0.0197039520493914,1.0,0.0,1,0.00554722728744802,2902.4404313395726,0.01957093078705391,4318.693116007446,0.0001,1000.0
1.0,0.034307568704392416,20.761499082329916,0.019548040597798605,1.0,0.0,1,0.037702348024779044,22.17971657860195,0.001315859139507879,2910.7450463294604,0.0001,1000.0
1.0,0.0027292257007300678,22.72467495495014,0.01987195227944365,1.0,0.0,1,0.008826131788410104,348.29499340946626,0.005235186901290288,1543.0985925751434,0.0001,1000.0
1.0,0.00020384104708093888,25.476179376845536,0.019897922222135624,1.0,0.0,1,0.015330235184676695,5420.22812453773,0.012547181594483835,1714.904900964443,0.0001,1000.0
1.0,0.0010713525741757783,23.89883104753288,0.019889186495535473,1.0,0.0,1,0.008459610423349403,822.2674328465088,0.003295784552460582,2002.6976380336214,0.0001,1000.0
1.0,0.00015052113640239546,17.896342848994642,0.01989831783746546,0.02,0.0,1,0.08610253883882152,5352.320481094347,0.001074399950083501,1370.3024390914234,0.0001,1000.0
1.0,0.004928962925119722,22.35329301622154,0.01972323789966688,1.0,0.0,1,0.008154223058582979,7563.535665885369,0.01888761420418229,46.597888397625624,0.0001,1000.0
1.0,0.010305607019928047,23.01775835426598,0.019659287509627196,1.0,0.0,1,0.001836980035867215,323.7516026647048,0.006972873963340522,2030.568416090957,0.0001,1000.0
1.0,0.007234052519081944,20.79868097148031,0.019661364426773846,1.0,0.0,1,0.019083428264918385,338.2612213929515,0.031039891963064194,230.95956671668472,0.0001,1000.0
1.0,0.009753821450373013,25.06467732083396,0.01968585363374763,1.0,0.0,1,0.00146522528065813,801.5659675090235,0.05518251627572901,6073.93955894305,0.0001,1000.0
1.0,0.00745635016405644,23.265005949518457,0.019689609581649267,1.0,0.0,1,0.0038582464897707796,958.1710718673023,0.00850981036429032,925.2421148646118,0.0001,1000.0
1.0,0.008264890742758825,21.291344299490856,0.019662848699758383,1.0,0.0,1,0.0026393018674355567,351.4826672593879,0.01843807860952666,320.527968937734,0.0001,1000.0
1.0,0.007027671233783971,23.11828267559508,0.019698710901286463,1.0,0.0,1,0.003640804429902338,1752.5621583297702,0.03911030119191453,398.6200877971835,0.0001,1000.0
1.0,0.03375531593450754,16.94757434718455,0.019365303178943628,1.0,0.0,1,0.010329809594421075,37.98499336625669,0.026473019363900074,40.08901290945793,0.0001,1000.0
