time,time_mean,trajectory_mean,Glucose_mean,G6P_mean,F6P_mean,F16BP_mean,GAP_mean,DHAP_mean,BPG_mean,ThreePG_mean,TwoPG_mean,PEP_mean,Pyruvate_mean,Lactate_mean,time_qlow,trajectory_qlow,Glucose_qlow,G6P_qlow,F6P_qlow,F16BP_qlow,GAP_qlow,DHAP_qlow,BPG_qlow,ThreePG_qlow,TwoPG_qlow,PEP_qlow,Pyruvate_qlow,Lactate_qlow,time_qhigh,trajectory_qhigh,Glucose_qhigh,G6P_qhigh,F6P_qhigh,F16BP_qhigh,GAP_qhigh,DHAP_qhigh,BPG_qhigh,ThreePG_qhigh,TwoPG_qhigh,PEP_qhigh,Pyruvate_qhigh,Lactate_qhigh
-1.0,-1.0,4996.700827831919,9.999989998288476e-7,9.999390187113588e-7,9.999378777388334e-7,6.72431003818363e-7,9.999992644280475e-7,9.999992644367353e-7,9.999992947924435e-7,9.99999312489588e-7,9.999993152590825e-7,9.999993615904936e-7,9.999998258120006e-7,9.999998877646874e-7,-1.0,247.55,9.999990000005505e-7,9.999782029418622e-7,9.999777751128234e-7,1.3919891957177797e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-1.0,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.988997603598247e-7,9.999990000085736e-7,9.999990000085736e-7,9.999990000085734e-7,9.999990000085988e-7,9.999990000086892e-7,9.999990000089922e-7,9.999990000088849e-7,9.99999000009068e-7
-0.8999999999996362,-0.8999999999996362,4996.700827831919,9.999989998288474e-7,9.999390186420862e-7,9.999378776687427e-7,6.724309848621223e-7,9.999992644346338e-7,9.999992644433223e-7,9.999992947951504e-7,9.999993124915908e-7,9.999993152609445e-7,9.999993615904358e-7,9.999998257876797e-7,9.999998877379805e-7,-0.8999999999996362,247.55,9.999990000005505e-7,9.999782027519e-7,9.999777751128234e-7,1.39198919571778e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.8999999999996362,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.988997603598247e-7,9.999990000085738e-7,9.999990000085734e-7,9.999990000085736e-7,9.999990000085988e-7,9.999990000086892e-7,9.999990000089922e-7,9.999990000088847e-7,9.99999000009068e-7
-0.8000000000001819,-0.8000000000001819,4996.700827831919,9.99998999828847e-7,9.999390185728162e-7,9.999378775986554e-7,6.72430965906396e-7,9.999992644412369e-7,9.999992644499262e-7,9.999992947978696e-7,9.999993124936065e-7,9.99999315262821e-7,9.999993615903907e-7,9.999998257633614e-7,9.999998877112731e-7,-0.8000000000001819,247.55,9.999990000005505e-7,9.999782025619366e-7,9.999777751128234e-7,1.39198919571778e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.8000000000001819,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.98899760359825e-7,9.999990000085736e-7,9.999990000085738e-7,9.999990000085736e-7,9.999990000085988e-7,9.999990000086892e-7,9.999990000089925e-7,9.999990000088847e-7,9.999990000090678e-7
-0.6999999999998181,-0.6999999999998181,4996.700827831919,9.999989998288468e-7,9.9993901850355e-7,9.999378775285714e-7,6.724309469511798e-7,9.999992644478594e-7,9.999992644565487e-7,9.99999294800605e-7,9.999993124956377e-7,9.999993152647106e-7,9.999993615903596e-7,9.999998257390465e-7,9.999998876845702e-7,-0.6999999999998181,247.55,9.999990000005505e-7,9.999782023719725e-7,9.999777751128234e-7,1.3919891957177802e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.6999999999998181,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.98899760359825e-7,9.999990000085738e-7,9.999990000085736e-7,9.999990000085734e-7,9.999990000085988e-7,9.999990000086894e-7,9.999990000089922e-7,9.999990000088847e-7,9.999990000090676e-7
-0.6000000000003638,-0.6000000000003638,4996.700827831919,9.999989998288463e-7,9.99939018434287e-7,9.999378774584905e-7,6.72430927996459e-7,9.999992644544891e-7,9.999992644631782e-7,9.99999294803348e-7,9.999993124976755e-7,9.999993152666086e-7,9.99999361590336e-7,9.999998257147328e-7,9.99999887657869e-7,-0.6000000000003638,247.55,9.999990000005505e-7,9.999782021820073e-7,9.999777751128234e-7,1.39198919571778e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.6000000000003638,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.98899760359825e-7,9.999990000085738e-7,9.999990000085736e-7,9.999990000085736e-7,9.99999000008599e-7,9.999990000086892e-7,9.999990000089925e-7,9.999990000088847e-7,9.999990000090672e-7
-0.5,-0.5,4996.700827831919,9.999989998288463e-7,9.999390183650278e-7,9.999378773884135e-7,6.724309090422533e-7,9.999992644611398e-7,9.999992644698295e-7,9.99999294806106e-7,9.999993124997283e-7,9.99999315268521e-7,9.99999361590328e-7,9.999998256904234e-7,9.999998876311699e-7,-0.5,247.55,9.999990000005505e-7,9.999782019920411e-7,9.999777751128234e-7,1.3919891957177802e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.5,9747.449999999999,9.99999000001e-7,9.999989998680447e-7,9.999989998658852e-7,9.988997603598247e-7,9.999990000085738e-7,9.999990000085736e-7,9.999990000085736e-7,9.99999000008599e-7,9.999990000086894e-7,9.999990000089925e-7,9.999990000088847e-7,9.99999000009067e-7
-0.3999999999996362,-0.3999999999996362,4996.700827831919,9.999989998288461e-7,9.999390182957712e-7,9.9993787731834e-7,6.724308900885595e-7,9.99999264467813e-7,9.999992644765033e-7,9.999992948088817e-7,9.999993125017995e-7,9.999993152704529e-7,9.99999361590336e-7,9.99999825666117e-7,9.999998876044722e-7,-0.3999999999996362,247.55,9.999990000005505e-7,9.999782018020743e-7,9.999777751128232e-7,1.3919891957177805e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.3999999999996362,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.988997603598247e-7,9.999990000085738e-7,9.999990000085736e-7,9.999990000085736e-7,9.99999000008599e-7,9.999990000086894e-7,9.99999000008992e-7,9.999990000088847e-7,9.999990000090668e-7
-0.3000000000001819,-0.3000000000001819,4996.700827831919,9.999989998288457e-7,9.999390182265187e-7,9.999378772482696e-7,6.724308711353743e-7,9.999992644745043e-7,9.999992644831946e-7,9.999992948116743e-7,9.999993125038863e-7,9.99999315272398e-7,9.999993615903596e-7,9.999998256418139e-7,9.99999887577777e-7,-0.3000000000001819,247.55,9.999990000005505e-7,9.999782016121066e-7,9.999777751128234e-7,1.3919891957177802e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.3000000000001819,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.988997603598247e-7,9.99999000008574e-7,9.999990000085738e-7,9.999990000085736e-7,9.999990000085992e-7,9.999990000086896e-7,9.999990000089922e-7,9.999990000088847e-7,9.999990000090666e-7
-0.1999999999998181,-0.1999999999998181,4996.700827831919,9.999989998288455e-7,9.999390181572688e-7,9.999378771782028e-7,6.724308521826935e-7,9.999992644812107e-7,9.999992644899034e-7,9.999992948144816e-7,9.999993125059872e-7,9.999993152743585e-7,9.99999361590397e-7,9.999998256175138e-7,9.99999887551085e-7,-0.1999999999998181,247.55,9.999990000005505e-7,9.99978201422138e-7,9.999777751128234e-7,1.3919891957177805e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.1999999999998181,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.988997603598247e-7,9.99999000008574e-7,9.999990000085738e-7,9.999990000085738e-7,9.99999000008599e-7,9.999990000086894e-7,9.999990000089922e-7,9.999990000088847e-7,9.999990000090664e-7
-0.1000000000003638,-0.1000000000003638,4996.700827831919,9.99998999828845e-7,9.99939018088022e-7,9.999378771081382e-7,6.724308332305133e-7,9.99999264487929e-7,9.999992644966214e-7,9.999992948172997e-7,9.999993125080965e-7,9.999993152763285e-7,9.99999361590445e-7,9.999998255932168e-7,9.999998875243941e-7,-0.1000000000003638,247.55,9.999990000005505e-7,9.999782012321683e-7,9.999777751128234e-7,1.3919891957177808e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,9.999990000009998e-7,-0.1000000000003638,9747.449999999999,9.99999000001e-7,9.999989998680445e-7,9.999989998658852e-7,9.988997603598247e-7,9.99999000008574e-7,9.999990000085738e-7,9.999990000085738e-7,9.999990000085992e-7,9.999990000086896e-7,9.999990000089922e-7,9.999990000088847e-7,9.999990000090661e-7
