Row,GLUT_Km_Glucose,GLUT_Conc,GLUT_Vmax,GLUT_Keq,GLUT_MW,HK1_K_Glucose,HK1_K_a_ATP,HK1_β_Glucose_ATP,HK1_K_G6P,HK1_K_a_ADP,HK1_K_a_G6P_cat,HK1_K_i_G6P_reg,HK1_K_a_Pi,HK1_Conc,HK1_Vmax,HK1_Keq,HK1_MW,GPI_Km_G6P,GPI_Km_F6P,GPI_Conc,GPI_Vmax,GPI_Keq,GPI_MW,PFKP_L,PFKP_K_a_F6P,PFKP_K_ATP,PFKP_K_F16BP,PFKP_K_ADP,PFKP_K_Phosphate,PFKP_K_a_ADP_reg,PFKP_K_i_ATP_reg,PFKP_K_a_F26BP,PFKP_K_i_F26BP,PFKP_K_i_Citrate,PFKP_Conc,PFKP_Vmax,PFKP_Keq,PFKP_MW,ALDO_Km_F16BP,ALDO_Km_DHAP,ALDO_Kd_DHAP,ALDO_Km_GAP,ALDO_Ki_GAP,ALDO_Conc,ALDO_Vmax,ALDO_Keq,ALDO_MW,TPI_Km_DHAP,TPI_Km_GAP,TPI_Conc,TPI_Vmax,TPI_Keq,TPI_MW,GAPDH_L,GAPDH_K_GAP,GAPDH_K_a_NAD,GAPDH_K_i_NAD,GAPDH_K_a_Phosphate,GAPDH_K_i_Phosphate,GAPDH_K_BPG,GAPDH_K_a_NADH,GAPDH_K_i_NADH,GAPDH_β_i_BPG,GAPDH_Conc,GAPDH_Vmax,GAPDH_Keq,GAPDH_MW,PGK_K_BPG,PGK_K_ADP,PGK_K_ThreePG,PGK_K_ATP,PGK_α,PGK_β,PGK_γ,PGK_Conc,PGK_Vmax,PGK_Keq,PGK_MW,PGM_Km_ThreePG,PGM_Km_TwoPG,PGM_Conc,PGM_Vmax,PGM_Keq,PGM_MW,ENO_Km_TwoPG,ENO_Km_PEP,ENO_Conc,ENO_Vmax,ENO_Keq,ENO_MW,PKM2_L,PKM2_Vmax_a,PKM2_Vmax_i,PKM2_K_a_PEP,PKM2_K_ADP,PKM2_K_Pyruvate,PKM2_K_ATP,PKM2_K_a_F16BP,PKM2_K_a_Phenylalanine,PKM2_K_i_PEP,PKM2_K_i_Phenylalanine,PKM2_β_i_PEP_ATP,PKM2_Keq,PKM2_Conc,PKM2_MW,LDH_Km_Pyruvate,LDH_Km_NADH,LDH_Km_Lactate,LDH_Km_NAD,LDH_Kd_NADH,LDH_Kd_NAD,LDH_Conc,LDH_Vmax,LDH_Keq,LDH_MW,MCT_Km_Lactate,MCT_Conc,MCT_Vmax,MCT_Keq,MCT_MW,AK_Km_ADP,AK_Km_ATP,AK_Km_AMP,AK_Vmax,AK_Keq,AK_MW,NDPK_Km_ATP,NDPK_Km_ADP,NDPK_Km_NTP,NDPK_Km_NDP,NDPK_Vmax,NDPK_Keq,NDPK_MW,CK_Km_ATP,CK_Km_ADP,CK_Km_Phosphocreatine,CK_Km_Creatine,CK_Vmax,CK_Keq,CK_MW,ATPase_Km_ATP,ATPase_Km_ADP,ATPase_Km_Phosphate,ATPase_Keq,ATPase_Vmax
S1,-0.0022011051900640986,0.004660024619895626,0.00014976319911628682,0.0007632424334544233,0.0,0.0006373113640246847,-0.007673348176497729,0.019795957500100065,4.069716776398516e-5,-0.000672965621752677,0.017405656175650416,0.008839693599589301,0.0030273053415749733,0.039097482643412396,0.024520521891212434,0.0004905444571803343,0.0,0.0011834911424128507,0.00023727566100466833,0.0012461161122484016,0.0018947942254709527,0.06178444104246696,0.0,0.0030852557422155254,0.06617047377223939,0.002437387908344087,0.001869503393772906,0.004353652243846523,0.0021040181339024772,0.013196314261942938,0.03871089104208655,0.0,0.0,0.0,0.03402385599254321,0.06688101591966153,0.0005667788190464327,0.0,-0.004208992201011991,0.0004518880423330642,0.0009101324371493335,0.0018986036045771316,0.0007447587945500458,-0.00036195736799046887,0.001296106172332495,0.00364744657297673,0.0,-0.0001182002346171783,3.927920104006583e-6,-0.0004384733548069317,-0.00019848710173583095,0.0026152267392979497,0.0,0.026575357722759596,0.006793599735364977,0.07746874949466195,0.2193607197943701,0.050680333682264586,0.005290281767446995,0.001626061456680203,-0.0006431845964140234,-0.0007253431303923883,-0.00042608146415075025,0.009751777023766185,0.01298732446046219,0.0013217280522788127,0.0,0.0007171993005909218,-0.0008324051379897976,-7.149425825202848e-5,-0.0002839666910903686,-0.00014656149702237857,-0.0003376886387672934,-6.73012226855622e-5,-0.00022327018559377372,-0.00044041632291446096,-0.0035117159919952202,0.0,-0.0005657760529860778,-6.0741390495700425e-5,-3.0039535753092435e-5,0.00022904957376961515,0.005365947718247192,0.0,9.642923555911454e-5,0.0001744752925130583,-0.0003067765123712515,-0.0003369689265410002,0.0027459355133783846,0.0,0.002331973211131995,0.004327314663378173,-0.000962514525669154,0.0027632104981414494,0.0013220164354161843,-0.002701756474096655,0.0014182432420649556,0.0003096005210273782,0.0,0.004034527135726676,0.0,0.0005299878962514979,0.003069081545979909,0.0030450942790075613,0.0,-0.00014881394324493924,-0.0018235101266266185,-6.332381543603693e-5,-2.491379475995109e-5,-3.787598551602503e-5,0.0018772680174104276,0.003067864063782915,0.0012139382608850587,-0.0002634247744074455,0.0,0.0010771383388905834,0.0011837782943705606,0.012933450886369066,-0.0007820893006254662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST,0.0011559683999088862,0.003820494197960399,0.003387364320046992,2.5119421964066364e-5,0.0,1.1849788544763043e-5,0.038298325646739885,0.02880488139351811,1.663954092244992e-6,0.0008356092409980926,0.015531676779853051,0.010617421300639014,0.003360755209824337,0.04503944229642231,0.028870100023585515,3.0221383240280003e-5,0.0,0.00022966704728087544,9.907031326272141e-6,0.0005761907041392924,0.0006620435856936915,0.0994680688594981,0.0,0.013291908795125868,0.1177731556412098,0.0024529620670080184,0.0006253879772491996,0.0008944618726491442,0.0238511290423966,0.019490791255297853,0.06503749410844716,0.0,0.0,0.0,0.035007309243984444,0.10212328531700658,0.0003280120970524621,0.0,0.0007293175842572523,2.3257482886505763e-5,0.0003597736800441128,6.703535257231608e-5,0.00021746892332282058,0.004060714149548914,0.004092445455472796,0.0002879600794019229,0.0,2.9220146586951622e-6,6.299689856561391e-7,2.327367502175281e-6,4.340627657007777e-6,0.001448795134739403,0.0,0.028450200989002947,0.004558641957278006,0.18389007509765068,0.3587606007790055,0.0730306354488048,0.024741712186920145,0.0006819118002943477,2.68157486810835e-5,0.0005194201462629003,5.947739944747687e-6,0.027720327174361306,0.0434796755099109,6.581417614477413e-5,0.0,3.60035405661582e-5,3.584723315901267e-5,1.0342708970823411e-6,3.697750876046396e-5,4.780981216390965e-5,2.6741709984298982e-6,4.019409911070708e-7,1.597383501506025e-5,4.316272195681004e-5,0.001549624960113523,0.0,7.672418131507126e-6,4.084605131763064e-7,2.8584514386946336e-6,8.867690274864627e-6,0.0014432795553191709,0.0,3.4112793994933e-5,1.3323534270297897e-5,4.666559016960364e-6,3.00279493028721e-5,0.001410005619237882,0.0,0.00025545366666181944,0.0006291207892780717,0.0002154945414037898,0.0006729681782448121,0.00161766297156273,0.00031606956498700297,0.0009996039979988948,0.000371919907386437,0.0,0.000900454716069061,0.0,0.0004981204079286247,0.0005058583791752043,0.0009812364234839754,0.0,1.0794811144124003e-5,0.0005548478080826813,3.2036963666119094e-6,1.024802551071258e-6,8.498287011468208e-6,0.00016383765427879944,0.0006686658246647142,0.00047897260552799903,0.00021825395247326214,0.0,5.85799950611147e-5,0.007319920586565401,0.018556709853904167,0.00016077814149615308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
