all_params,fixed_HK_Km_Vmax
0.40900337073718923,0.41091201709274905
0.3322922526021918,0.41837966027396317
0.24142906737978514,0.3621837424630649
0.47369275174390774,0.39318831519549635
0.19354190019921852,0.3469964345854571
0.23986707611561833,0.2803271259979574
0.25496698650872474,0.4318806615128475
0.0183406716095534,0.4678392915484859
0.02333377660028709,0.3824057708869838
0.6855766406014838,0.29597599400633207
0.349430539040087,0.28176827773519997
0.13417107663155547,0.27802204211684584
0.3441948815698895,0.6273831309417194
0.1960876259416767,0.24849173813687275
0.2835231089121113,0.28714406210371185
0.30725375008422434,0.2151288321451195
0.44537469558988485,0.4516093809622127
0.34376873941255526,0.3770694662724297
0.23909019251731714,0.448812489254368
0.4448806682547012,0.2940876082914322
0.2611306890252192,0.23325700381938624
0.2324901522529765,0.4847816019281822
0.4364812436619371,0.3662941582859942
0.4311574801451421,0.3227205044605703
0.24700071055135275,0.4977420360999213
0.15851583299235344,0.2968187972067006
0.3191091190960969,0.2991886943701098
0.4929224483700274,0.4695574873663674
0.07911225912034317,0.42913829765400757
0.29193692411069455,0.37591522002788025
0.16075205398693881,0.38145057494439205
0.22979844393505947,0.5741266529341064
0.41053842352644665,0.1794411032900555
0.20120179039213265,0.43980223468099
0.20441530759894883,0.49645897983582293
0.4209755290473065,0.5096795689562679
0.09278928402194801,0.46209001041712017
0.3297445433149223,0.39923717645913276
0.33712960687353244,0.52444625164686
0.4377205718552238,0.31260437004296265
0.06836337770648622,0.42657715562263526
0.31057661211231247,0.41237004209965045
0.4681400418021808,0.4078849257906979
0.044793322113388614,0.51609247801051
0.293949963703732,0.4022118314018412
0.3764067402220927,0.3139011283898921
0.20814525211068508,0.26130274233267115
0.41628479476528535,0.37798542007295055
0.5016608131132209,0.41434757076197143
0.4509777805017301,0.3460602443318408
0.3903678112002569,0.3025190154736646
0.45106179081257464,0.3890540345888612
0.2742581127566073,0.21205251160430194
0.44164179877339405,0.18151995875326293
0.4465166537610117,0.33217226311917647
0.3350335984684867,0.3541792426282032
0.3999966026987035,0.3531788741130286
0.2768141733557682,0.24897999766645568
0.4117195093750086,0.6418574075984909
0.326940379863021,0.3983090827051244
0.40372158871475533,0.26785727541954313
0.4156128352227051,0.42693158688632515
0.5110032060284637,0.18110250774095543
0.29955576116542554,0.280667145647141
0.6485727139442912,0.36917984574580565
0.5300372236802176,0.33662518921041495
0.3298697002784401,0.4464174373658452
0.5378379671353942,0.2791614380681807
0.04761200741275776,0.49038929913657475
0.25715196072738766,0.2339371401218128
0.4410126063834617,0.33431391366603697
0.4609105591017312,0.37641333074472366
0.31786529938661123,0.30821819643921333
0.5441152321699932,0.6244204178244042
0.15355527484927894,0.2569179108659924
0.3702167074596878,0.2823516998442055
0.4258041354611036,0.21986496395688726
0.5879890912890362,0.33501004213717495
0.055989226971029156,0.1365277069186901
0.0928165808271606,0.52168007513635
0.1646072153070437,0.3384739913786648
0.1902795979729197,0.5922365178611628
0.059720269532377766,0.33738588810203063
0.1845195212080299,0.40200002493554615
0.3597220872375402,0.3554034347231618
0.22481299195827786,0.28555696905696576
0.19829907296757887,0.38999091280834136
0.5806002191787087,0.26381255726635666
0.4560729267706348,0.4797426210264993
0.29662616558296817,0.3465346048947295
0.24956321231334883,0.38308336055756576
0.45546271782817493,0.3907092217449504
0.24459864697712466,0.3071777505344153
0.24186879645477816,0.312057153878784
0.5591854283735592,0.3413974632176035
0.42010410716151747,0.5376809928119214
0.3768775825091622,0.4080138737950684
0.1436829704486298,0.33389471608284443
0.2462696312813922,0.27682569482416075
0.044906461555016604,0.36065341461209444
0.30953211054642255,0.19017792653858792
0.24949712860935946,0.2999108019288404
0.37174683417308374,0.45350914697222905
0.3500515657787773,0.22482036110835188
0.3158143572858473,0.36999613144429994
0.2071785067662301,0.4266794660562777
0.31763636866952627,0.12141347363974048
0.23313311726427055,0.29094563741146745
0.2712106016073024,0.48887470073665973
0.3454396163526625,0.27834175206321826
0.04511610175313397,0.4034002939959177
0.5383828352686745,0.43518971495414893
0.22041849280535314,0.3899334953628994
0.04924466616710742,0.45986339199662046
0.2457971270488641,0.5478641844952095
0.2885963838014748,0.333420877516122
0.12592821725274667,0.4258508381197008
0.528458461625997,0.4224561172429746
0.21871459357882317,0.4627306209000115
0.4158689336725828,0.15522973349714628
0.1644350517608142,0.31599311110310624
0.2579751742670164,0.20012633013363104
0.2543667054921323,0.5831371655122856
0.528811855686646,0.45436539147921196
0.1505195511478613,0.3653209381945059
0.10984045134802845,0.3739937569981799
0.3221704502610384,0.48035059787191464
0.30994855178572567,0.4648894729125188
0.5776808875701621,0.43023475276977924
0.37205111658765255,0.16027083289119798
0.15542425233284374,0.2278083305605459
0.48686773523999965,0.31218909242237763
0.1485733370800781,0.5102910085964774
0.37693207820058844,0.13968637915801443
0.1369898384629531,0.4106842767401349
0.17476165515042263,0.5080411232676585
0.2767409303854421,0.3929484783486095
0.23892105933876256,0.5110645217669205
0.3333237533444982,0.24060712079763083
0.13491136594206318,0.3494908006875043
0.026717936601588114,0.5664584628881203
0.2371453830154314,0.3375104340290445
0.205556428074103,0.30888223769154677
0.3381363262086149,0.398212216586967
0.19852777069150132,0.3084020032073537
0.19054211360516432,0.40041662399711536
0.32804461809743457,0.38973497591238
0.5702071814040637,0.43070569389127533
0.11094520269069466,0.32957924094173563
0.37820234434868355,0.36383814238393036
0.2888555384584772,0.3541143442692419
0.1080325755097879,0.39694777758378924
0.3548707495830136,0.2517958436071018
0.39062567974880413,0.335851220365285
0.09978957592061422,0.3229072639059817
0.23406931912419146,0.4468003449020131
0.5139722387917888,0.5469647353418075
0.17002749927152425,0.30043467016386627
0.32703159095400863,0.32713746514216785
0.5063607514328582,0.2946224987655626
0.47875332164770024,0.6052543020476631
0.5072295324269582,0.5296153640319394
0.11132636763889621,0.5043572472184209
0.38186661252001497,0.40571913880480837
0.3879565275501293,0.41467564590290296
0.48836164550371763,0.3210621421530827
0.28467041885527833,0.30231633538218605
0.16035402210826902,0.3324522452119856
0.2911089405059322,0.44409592768160494
0.26294232453819566,0.10988269144048138
0.4941029907230404,0.2594317247447032
0.38628733887619854,0.4099891121259538
0.410700749606899,0.3527201718923609
0.23302000354414457,0.4372161974904884
0.054217661246833734,0.4586407976513702
0.3046618594811559,0.4316332405650936
0.41895824036446483,0.32876432905935965
0.3153834294329734,0.28787380274296914
0.16169060049057601,0.2609759233866569
0.3580312030981926,0.4167923304200392
0.5865840369163714,0.5210928936379697
0.3320237426314811,0.47440838068098584
0.4880525522531791,0.3676911693909477
0.16021028282906624,0.34397244648108566
0.4198192596610993,0.3457404361210364
0.2106281404542604,0.4715881833874691
0.39139557399667363,0.36789905120211275
0.2046560430689874,0.6651440437259136
0.5360210742508191,0.5106339698805147
0.3492530688789355,0.2989399277800988
0.2363109219544338,0.3933547519325364
0.09251136195637838,0.31574082298397044
0.21225485761746687,0.4078224064758566
0.2073599563109575,0.5485503291342683
0.027167987040513118,0.28142822415744334
0.4082042402277978,0.22898515747747944
0.5872801081418494,0.47843655167323573
0.5740048718767866,0.23911268319452536
0.2763729626684636,0.30356549522962445
0.300532311255627,0.22808932857354358
0.10434030390997417,0.31932994166872586
0.2625064237190454,0.3591871941389191
0.3398468000268493,0.38183287832065693
0.30353927073811693,0.3098274084166799
0.17940957011958347,0.40597140273164556
0.24775940124133478,0.3209057742540286
0.11758074530445839,0.04786775710688901
0.03598342032883858,0.31417985099559104
0.42443889497832854,0.3270659315357265
0.2584724002925228,0.580404278495916
0.37518416924167075,0.4123376759152806
0.20714254401967547,0.2740436209584023
0.4406182777999642,0.48302810258531165
0.5514906346282399,0.4280878349563518
0.24163130689073012,0.49631459997178284
0.2823632242959497,0.45990525456774667
0.6133890737855519,0.2811005024515503
0.5824207456118914,0.23658308844687176
0.16598006763854095,0.36003685717665973
0.20701460383093256,0.3492831630959797
0.1849599406223579,0.23207890461336853
0.2713605781357593,0.5532099593965609
0.1768367297392755,0.3525907760342545
0.5093006653753823,0.33949320885986645
0.2945579501458114,0.27954035072151645
0.19171444165756393,0.3773022467488335
0.4215343126049793,0.1529162482382995
0.45136455544725057,0.49627894737873957
0.5157014094122072,0.4551889661359088
0.3956275790008915,0.360080618036963
0.38950661008511384,0.25549976637831173
0.31975251515458547,0.3334014778319838
0.2612272978570154,0.32007457328847694
0.5317247405657355,0.460985332547555
0.14483282428521377,0.5486917724485284
0.41430757844521077,0.2619635678050863
0.31385676375788174,0.3225224880700706
0.30697878240565774,0.28888685097604827
0.371812961198698,0.31311616073161536
0.04314989544180686,0.33086858114911893
0.2294484241080882,0.5320007210911504
0.48633533404533563,0.3674315750798569
0.1835917771373188,0.44679072619372434
0.5658385942007835,0.363047777337333
0.5680410848484236,0.3673736926172889
0.2625399279819439,0.30632746927159726
0.4735827957861543,0.4005192503037924
0.5330191939928043,0.4767721121295535
0.4239037701646904,0.33213891275489366
0.3436862214008116,0.5667875759384946
0.3205555674459054,0.37549789525567207
0.3534446850493651,0.38171998520186023
0.3424676093329939,0.2035977983606573
0.09035885630143863,0.5511326015268956
0.24528795231204206,0.2660368251463187
0.5723412031001051,0.6527842072006329
0.3477798125708205,0.3380007839918161
0.23508874044101627,0.281166856558712
0.23994189987689482,0.34591255346170563
0.23213936628340362,0.4176890891867575
0.28460661687443234,0.3501841058949098
0.18607086160840752,0.49601335209749786
0.2633023968076738,0.27109926877281604
0.5647196666387331,0.35978170237888435
0.277051908507216,0.2519126002337475
0.16469680781722132,0.43904143795259903
0.1880715412343343,0.10658083386662326
0.31601138718958277,0.4099626325004751
0.12512609053914797,0.5363127157442157
0.4154412984307168,0.5113301835646481
0.16538489418010965,0.5646518717403609
0.31561190903396763,0.501582663174286
0.2748588833970292,0.42936361561908043
0.05759473585653599,0.2633319164902882
0.415904581722442,0.2751461584012517
0.09985948200058932,0.29905558136220156
0.23972936351968765,0.2937686048835036
0.3860513751221366,0.36792259282554196
0.12867451299083718,0.33785206107707383
0.49602987220751266,0.27790819718740495
0.03314665676734094,0.3152072027179483
0.3955430977983093,0.3588662395661358
0.3719427383600631,0.4363850904593377
0.025034375163989337,0.38593699604644505
0.03956059259898033,0.4654975882398593
0.21643059846743953,0.19358542728159644
0.35397343789493957,0.3695736591281947
0.48176753791961313,0.3847748730157969
