Row,GLUT_Km_Glucose,GLUT_Conc,GLUT_Vmax,GLUT_Keq,GLUT_MW,HK1_K_Glucose,HK1_K_a_ATP,HK1_β_Glucose_ATP,HK1_K_G6P,HK1_K_a_ADP,HK1_K_a_G6P_cat,HK1_K_i_G6P_reg,HK1_K_a_Pi,HK1_Conc,HK1_Vmax,HK1_Keq,HK1_MW,GPI_Km_G6P,GPI_Km_F6P,GPI_Conc,GPI_Vmax,GPI_Keq,GPI_MW,PFKP_L,PFKP_K_a_F6P,PFKP_K_ATP,PFKP_K_F16BP,PFKP_K_ADP,PFKP_K_Phosphate,PFKP_K_a_ADP_reg,PFKP_K_i_ATP_reg,PFKP_K_a_F26BP,PFKP_K_i_F26BP,PFKP_K_i_Citrate,PFKP_Conc,PFKP_Vmax,PFKP_Keq,PFKP_MW,ALDO_Km_F16BP,ALDO_Km_DHAP,ALDO_Kd_DHAP,ALDO_Km_GAP,ALDO_Ki_GAP,ALDO_Conc,ALDO_Vmax,ALDO_Keq,ALDO_MW,TPI_Km_DHAP,TPI_Km_GAP,TPI_Conc,TPI_Vmax,TPI_Keq,TPI_MW,GAPDH_L,GAPDH_K_GAP,GAPDH_K_a_NAD,GAPDH_K_i_NAD,GAPDH_K_a_Phosphate,GAPDH_K_i_Phosphate,GAPDH_K_BPG,GAPDH_K_a_NADH,GAPDH_K_i_NADH,GAPDH_α_i_BPG,GAPDH_Conc,GAPDH_Vmax,GAPDH_Keq,GAPDH_MW,PGK_K_BPG,PGK_K_ADP,PGK_K_ThreePG,PGK_K_ATP,PGK_α,PGK_β,PGK_γ,PGK_Conc,PGK_Vmax,PGK_Keq,PGK_MW,PGM_Km_ThreePG,PGM_Km_TwoPG,PGM_Conc,PGM_Vmax,PGM_Keq,PGM_MW,ENO_Km_TwoPG,ENO_Km_PEP,ENO_Conc,ENO_Vmax,ENO_Keq,ENO_MW,PKM2_L,PKM2_Vmax_a,PKM2_Vmax_i,PKM2_K_a_PEP,PKM2_K_ADP,PKM2_K_Pyruvate,PKM2_K_ATP,PKM2_K_a_F16BP,PKM2_K_a_Phenylalanine,PKM2_K_i_PEP,PKM2_K_i_Phenylalanine,PKM2_β_i_PEP_ATP,PKM2_Keq,PKM2_Conc,PKM2_MW,LDH_Km_Pyruvate,LDH_Km_NADH,LDH_Km_Lactate,LDH_Km_NAD,LDH_Kd_NADH,LDH_Kd_NAD,LDH_Conc,LDH_Vmax,LDH_Keq,LDH_MW,MCT_Km_Lactate,MCT_Conc,MCT_Vmax,MCT_Keq,MCT_MW,AK_Km_ADP,AK_Km_ATP,AK_Km_AMP,AK_Vmax,AK_Keq,AK_MW,ATPase_Km_ATP,ATPase_Km_ADP,ATPase_Km_Phosphate,ATPase_Keq,ATPase_Vmax
S1,-0.0007564328080310172,-0.003198050761893888,-0.0009027620673599661,-0.00037363798056799173,0.0,-0.00016013173034509084,0.1763000197784857,0.2261799415217093,-7.320251151127542e-5,0.0753527211728814,0.006039430201890447,0.01370517171488536,0.01093613818488369,0.03025065349700001,-0.007250756114130679,-2.542452523891765e-6,0.0,-0.001850900079915049,-0.001800580688615881,0.0008021796149145125,-0.0008347087488901613,0.036428040022857336,0.0,-0.002760556205038083,0.026511132747015505,-0.002308194187051238,-0.0006410693365294711,-0.0008415558922011041,-0.000436574672294296,0.006683672537650745,-0.0009149917921695595,0.0,0.0,0.0,0.013688091479488079,-0.002006162819033334,-4.045005166296866e-5,0.0,0.0009597754752640445,-0.0004483611959818236,-0.002575821190333674,9.661401186067714e-6,-0.0003354953479813044,-0.0012337510756184507,-0.0016725447861709545,-0.0027486686991368774,0.0,-0.01202049969202088,-0.002136112697331659,-0.009045570571832482,-0.0009927804918441901,-0.0018321633110958881,0.0,-0.004346742397184565,-0.004669767774071554,-0.0020886852073298393,-0.015651228867418647,-0.009378652951262828,-0.002706207493013112,0.0001067813581650645,-0.0006816906149234832,-0.0011631220705847843,7.727297972917007e-5,-0.00945721994094786,0.0025626035721809303,-0.0019571654156054215,0.0,-0.026901708903340513,-0.023249958882440126,0.017290124164305087,-0.007693107896558892,-0.04449315008674606,0.02742949589987333,0.005942519641518572,0.01010432775014052,0.0038258139063555626,0.034304644637679696,0.0,0.00024299470022476786,2.6943772676597583e-5,0.00010014389787433426,5.59210105918072e-6,0.00030295941398397974,0.0,-0.0006872950394877878,0.0002831517584273443,-0.0002740071586434339,0.00014537966029815646,-0.0007920545615271214,0.0,-0.0022276083086559565,-0.0013278036897568216,-8.390069432498e-5,-0.0031360651314734822,-0.0008789521219034089,-0.0010009399494694373,-0.0001484710154344662,-0.0015947395530433043,0.0,0.0007797854544672998,0.0,-0.0031289123432277207,0.0016638732469567957,0.0015300955277825793,0.0,0.0004041381670995779,-9.453785679241385e-5,-0.00020587876740574336,-9.760213916359646e-5,0.00023537033083582758,-0.0014045887855054053,-0.0018585205006703572,-0.0013257703354068626,0.00037974526958760757,0.0,-0.0007066107264817951,0.006123644640388184,-0.0014604262943568574,-0.0012159695038318006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST,0.0009735085843732071,0.0037951630010347537,0.0033856762643469686,9.404596966722879e-6,0.0,7.625357293102068e-6,0.212647090772225,0.25307845208961677,5.08359082658379e-7,0.1033574775303039,0.013032996882472591,0.02411213252336484,0.008375534707112872,0.07192834092192851,0.0685577126101877,1.5250589049532738e-6,0.0,0.0003573750410860642,0.0003802510142554558,0.0005973196510287826,0.0005896944103349319,0.05162794543616809,0.0,0.002630116145336149,0.04420403935458417,0.0028713320165619375,4.7517380589790395e-5,0.002915814584593171,0.0032212869571918556,0.00826982867959848,0.004840765037010675,0.0,0.0,0.0,0.07076096012545723,0.07012246137116655,2.5428484418230295e-7,0.0,0.0007000113665327115,3.9652071377643405e-5,0.0004956504227646512,5.7698855473406654e-5,8.108380204082652e-5,0.0027685367617558123,0.002718466188236103,0.0005370803013518849,0.0,0.009186342748660245,0.003824014131368925,0.0070934627612877525,0.0033433386590693255,0.004398758378329418,0.0,0.001089268840313622,0.0013288654556868201,0.003850902260754128,0.007168160049530747,0.004139611624327693,0.00527782216438596,0.0009435175198525196,1.9826070300978868e-5,0.00012480394501888117,5.846150532800974e-6,0.003888583435400567,0.0020986625586434113,0.0002821407790634585,0.0,0.14592320475692955,0.05511123260744176,0.051906545349552816,0.04359360305693521,0.1439983592550628,0.05279189793847953,0.03040505073047759,0.061507982609794266,0.07075158051147505,0.11445211749136526,0.0,5.3377852631238705e-6,5.846155749582222e-6,8.642122640160747e-6,8.133756465343045e-6,0.0007714369831146454,0.0,2.211365000086595e-5,1.677590819277291e-5,6.100322539627577e-5,3.583929890774699e-5,0.0006171494048703587,0.0,0.0004234644244621156,0.0006303665243081371,0.0003039996658822256,0.001351730193332291,0.0008606540850278303,0.00016242085014368357,0.001191343152984508,0.0007742337428280996,0.0,0.0018351822014231656,0.0,0.0015253358720631826,8.311677982494506e-5,0.0009539379262579513,0.0,1.0167120875080876e-5,0.00023867580030917441,4.82937438916188e-6,7.625181112909574e-7,8.896283549043221e-6,0.00014412043031291496,0.00030806762491158806,0.000334248119949441,0.00014157865112066762,0.0,2.8976571148859132e-5,0.01725400426540786,0.017658907584288723,0.00011183943364168163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
